rank,lForm,lemma,pos,subLemma,wType,frequency,pmw,K_acc
1004,バイ,倍,名詞-普通名詞-助数詞可能,,漢,9441,90.2474078,B
2312,ハイキ,廃棄,名詞-普通名詞-サ変可能,,漢,4013,38.3606448,B
1614,ハイケイ,背景,名詞-普通名詞-一般,,漢,5881,56.2170327,A
2634,ハイシ,廃止,名詞-普通名詞-サ変可能,,漢,3439,32.8737248,B
2283,ハイチ,配置,名詞-普通名詞-サ変可能,,漢,4060,38.8099222,B
2087,ハイリョ,配慮,名詞-普通名詞-サ変可能,,漢,4511,43.1210737,B
152,ハイル,入る,動詞-一般,,和,58543,559.6180484,B
1224,バカ,馬鹿,名詞-普通名詞-形状詞可能,,漢,7890,75.4212528,B
2167,ハカイ,破壊,名詞-普通名詞-サ変可能,,漢,4323,41.323964,B
2510,ハカセ,博士,名詞-普通名詞-一般,,漢,3633,34.728189,B
322,バカリ,ばかり,助詞-副助詞,,和,26788,256.0690139,
526,ハカル,図る,動詞-一般,,和,17428,166.5958927,B
2740,バクフ,幕府,名詞-普通名詞-一般,,漢,3273,31.2869151,A
1262,ハゲシイ,激しい,形容詞-一般,,和,7677,73.3851657,B
1497,ハケン,派遣,名詞-普通名詞-サ変可能,,漢,6349,60.6906887,A
1755,ハコ,箱,名詞-普通名詞-一般,,和,5398,51.5999902,A
1467,ハコブ,運ぶ,動詞-一般,,和,6473,61.8760164,A
2645,ハサム,挟む,動詞-一般,,和,3424,32.7303383,B
2173,ハシ,橋,名詞-普通名詞-一般,,和,4309,41.1901367,A
631,ハジマル,始まる,動詞-一般,,和,14746,140.9584022,A
859,ハジメ,始め,名詞-普通名詞-副詞可能,,和,11027,105.4081311,A
1925,ハジメ,初め,名詞-普通名詞-副詞可能,,和,4913,46.9638295,A
477,ハジメテ,初めて,副詞,,和,19113,182.7029664,A
279,ハジメル,始める,動詞-非自立可能,,和,30770,294.1333268,A
332,バショ,場所,名詞-普通名詞-一般,,混,25943,247.9915794,B
2694,ハシラ,柱,名詞-普通名詞-一般,,和,3335,31.879579,B
643,ハシル,走る,動詞-一般,,和,14495,138.5590696,B
335,ハズ,筈,名詞-普通名詞-一般,,和,25475,243.5179233,A
1144,バス,バス,名詞-普通名詞-一般,bus,外,8439,80.6691955,A
2625,ハズカシイ,恥ずかしい,形容詞-一般,,和,3455,33.0266703,B
1942,ハズス,外す,動詞-一般,,和,4855,46.4094021,A
1082,パソコン,パソコン,名詞-普通名詞-一般,personal computer,外,8844,84.5406286,
1801,ハダ,肌,名詞-普通名詞-一般,,和,5268,50.3573079,B
2484,パターン,パターン,名詞-普通名詞-一般,pattern,外,3679,35.1679074,A
1350,ハタス,果たす,動詞-非自立可能,,和,7055,67.4394092,A
2527,ハタラキ,働き,名詞-普通名詞-一般,,和,3600,34.4127389,A
656,ハタラク,働く,動詞-一般,,和,14164,135.3950094,A
70,ハチ,八,名詞-数詞,,漢,148055,1415.271683,A
170,ハチジュウ,八十,名詞-数詞,,漢,49505,473.2229556,B
1440,ハツ,初,名詞-普通名詞-一般,,和,6570,62.8032485,A
2170,ハツ,二十,名詞-数詞,,和,4315,41.2474912,
2339,ハッキ,発揮,名詞-普通名詞-サ変可能,,漢,3940,37.6628309,B
912,ハッキリ,はっきり,副詞,,和,10452,99.911652,B
2451,バック,バック,名詞-普通名詞-サ変可能,back,外,3724,35.5980666,A
2454,バッグ,バッグ,名詞-普通名詞-一般,bag,外,3720,35.5598302,A
980,ハッケン,発見,名詞-普通名詞-サ変可能,,漢,9657,92.3121721,B
1947,ハツゲン,発言,名詞-普通名詞-サ変可能,,漢,4845,46.3138111,B
1505,ハッコウ,発行,名詞-普通名詞-サ変可能,,漢,6315,60.3656795,B
2718,ハッスル,発する,動詞-一般,,混,3296,31.5067743,A
583,ハッセイ,発生,名詞-普通名詞-サ変可能,,漢,15699,150.068219,B
1507,ハッセン,八千,名詞-数詞,,漢,6302,60.2414113,A
2061,ハッタツ,発達,名詞-普通名詞-サ変可能,,漢,4563,43.6181466,B
937,ハッテン,発展,名詞-普通名詞-サ変可能,,漢,10149,97.0152465,B
1747,ハツバイ,発売,名詞-普通名詞-サ変可能,,漢,5419,51.8007312,B
349,ハッピャク,八百,名詞-数詞,,漢,24723,236.3294845,B
948,ハッピョウ,発表,名詞-普通名詞-サ変可能,,漢,10032,95.8968324,B
540,ハナ,花,名詞-普通名詞-一般,,和,16968,162.1987094,B
2164,ハナ,鼻,名詞-普通名詞-一般,,和,4334,41.429114,A
174,ハナシ,話,名詞-普通名詞-サ変可能,,和,48837,466.8374807,B
389,ハナス,話す,動詞-一般,,和,22436,214.4678362,B
958,ハナレル,離れる,動詞-一般,,和,9894,94.5776775,B
493,ハハ,母,名詞-普通名詞-一般,,和,18720,178.9462424,A
2018,ハバ,幅,名詞-普通名詞-一般,,和,4661,44.5549378,A
1659,ババ,婆,名詞-普通名詞-一般,,和,5707,54.5537503,A
1026,ハハオヤ,母親,名詞-普通名詞-一般,,和,9291,88.8135437,A
2126,バメン,場面,名詞-普通名詞-一般,,混,4400,42.0600142,A
355,ハヤイ,早い,形容詞-一般,,和,24334,232.6109969,B
1663,ハラ,腹,名詞-普通名詞-一般,,和,5682,54.3147729,B
1249,ハラウ,払う,動詞-一般,,和,7732,73.9109159,B
1715,バランス,バランス,名詞-普通名詞-サ変可能,balance,外,5518,52.7470815,A
2120,パリ,パリ,名詞-固有名詞-地名-一般,Paris,固,4418,42.2320779,A
1296,ハル,春,名詞-普通名詞-副詞可能,,和,7417,70.8998013,B
1419,ハル,張る,動詞-一般,,和,6644,63.5106215,A
2721,ハルカ,遥か,形状詞-一般,,和,3295,31.4972152,B
2617,パワー,パワー,名詞-普通名詞-一般,power,外,3466,33.1318203,
939,ハン,半,名詞-普通名詞-一般,,漢,10122,96.7571509,A
1437,ハン,版,名詞-普通名詞-助数詞可能,,漢,6587,62.9657531,B
2622,ハン,藩,名詞-普通名詞-一般,,漢,3457,33.0457885,B
694,バン,番,名詞-普通名詞-助数詞可能,,漢,13479,128.84703,B
2788,バン,晩,名詞-普通名詞-副詞可能,,漢,3196,30.5508649,A
1491,パン,パン,名詞-普通名詞-一般,pao,外,6370,60.8914297,A
1032,ハンイ,範囲,名詞-普通名詞-一般,,漢,9233,88.2591162,B
2330,ハンエイ,反映,名詞-普通名詞-サ変可能,,漢,3959,37.8444537,B
1430,バングミ,番組,名詞-普通名詞-一般,,混,6610,63.1856123,B
2442,ハンケツ,判決,名詞-普通名詞-サ変可能,,漢,3741,35.7605712,B
1229,バンゴウ,番号,名詞-普通名詞-一般,,漢,7871,75.23963,B
1428,ハンザイ,犯罪,名詞-普通名詞-一般,,漢,6612,63.2047305,B
954,ハンタイ,反対,名詞-普通名詞-サ変形状詞可能,,漢,9932,94.940923,B
672,ハンダン,判断,名詞-普通名詞-サ変可能,,漢,13874,132.6228721,B
2020,ハンニン,犯人,名詞-普通名詞-一般,,漢,4657,44.5167014,B
1170,ハンノウ,反応,名詞-普通名詞-サ変可能,,漢,8251,78.8720858,B
717,ハンバイ,販売,名詞-普通名詞-サ変可能,,漢,13088,125.1094241,B
1433,ハンブン,半分,名詞-普通名詞-副詞可能,,漢,6597,63.0613441,B
150,ヒ,日,名詞-普通名詞-副詞可能,,和,59198,565.8792551,A
1325,ヒ,火,名詞-普通名詞-一般,,和,7245,69.2556371,B
1383,ヒ,比,名詞-普通名詞-一般,,漢,6865,65.6231813,A
2106,ピーシー,ＰＣ,名詞-普通名詞-一般,,記号,4456,42.5953235,
2078,ビール,ビール,名詞-普通名詞-一般,beer,外,4528,43.2835783,A
820,ヒガイ,被害,名詞-普通名詞-一般,,漢,11656,111.4208013,B
803,ヒカク,比較,名詞-普通名詞-サ変可能,,漢,11830,113.0840837,B
1209,ヒガシ,東,名詞-普通名詞-一般,,和,7973,76.2146576,A
806,ヒカリ,光,名詞-普通名詞-一般,,和,11794,112.7399563,B
2223,ヒキツヅク,引き続く,動詞-一般,,和,4181,39.9665726,A
755,ヒク,引く,動詞-一般,他動詞,和,12480,119.2974949,A
835,ヒクイ,低い,形容詞-一般,,和,11432,109.2795642,B
1533,ヒコウ,飛行,名詞-普通名詞-サ変可能,,漢,6162,58.9031381,A
2300,ヒザ,膝,名詞-普通名詞-一般,,和,4025,38.4753539,A
2211,ヒサシイ,久しい,形容詞-一般,,和,4218,40.3202591,B
2227,ビジネス,ビジネス,名詞-普通名詞-一般,business,外,4175,39.909218,A
1628,ビジュツ,美術,名詞-普通名詞-一般,,漢,5818,55.6148097,A
517,ヒジョウ,非常,形状詞-一般,,漢,17652,168.7371298,B
1149,ヒダリ,左,名詞-普通名詞-一般,,和,8418,80.4684545,B
1972,ビックリ,びっくり,名詞-普通名詞-サ変可能,,和,4793,45.8167382,B
2735,ヒッパル,引っ張る,動詞-一般,,和,3279,31.3442697,A
128,ヒツヨウ,必要,名詞-普通名詞-形状詞可能,,漢,70606,674.9294011,B
1722,ヒテイ,否定,名詞-普通名詞-サ変可能,,漢,5497,52.5463405,A
2045,ビデオ,ビデオ,名詞-普通名詞-一般,video,外,4604,44.0100694,
67,ヒト,人,名詞-普通名詞-一般,,和,156890,1499.72628,A
146,ヒト,一,名詞-数詞,,和,62079,593.4190053,
1151,ヒドイ,酷い,形容詞-一般,,和,8416,80.4493363,A
1994,ヒトコト,一言,名詞-普通名詞-一般,,和,4740,45.3101062,B
483,ヒトビト,人々,名詞-普通名詞-一般,,和,18947,181.1161567,A
234,ヒトリ,一人,名詞-普通名詞-副詞可能,,和,37071,354.365179,B
1426,ヒハン,批判,名詞-普通名詞-サ変可能,,漢,6623,63.3098805,B
2335,ヒビ,日々,名詞-普通名詞-副詞可能,,和,3948,37.7393037,A
2664,ヒビク,響く,動詞-一般,,和,3378,32.29062,B
2539,ヒフ,皮膚,名詞-普通名詞-一般,,漢,3586,34.2789116,A
2007,ヒミツ,秘密,名詞-普通名詞-形状詞可能,,漢,4691,44.8417106,A
124,ヒャク,百,名詞-数詞,,漢,72617,694.1527394,A
381,ヒョウ,表,名詞-普通名詞-一般,,漢,22851,218.4348603,A
1096,ヒヨウ,費用,名詞-普通名詞-一般,,漢,8673,82.9060235,B
1932,ビョウ,秒,名詞-普通名詞-助数詞可能,,漢,4876,46.610143,B
598,ビョウイン,病院,名詞-普通名詞-一般,,漢,15384,147.0571043,B
453,ヒョウカ,評価,名詞-普通名詞-サ変可能,,漢,19805,189.3178595,A
1017,ビョウキ,病気,名詞-普通名詞-サ変可能,,漢,9340,89.2819393,B
745,ヒョウゲン,表現,名詞-普通名詞-サ変可能,,漢,12624,120.6740045,A
612,ヒョウジ,表示,名詞-普通名詞-サ変可能,,漢,15118,144.5143853,A
1950,ヒョウジュン,標準,名詞-普通名詞-一般,,漢,4840,46.2660157,A
1204,ヒョウジョウ,表情,名詞-普通名詞-一般,,漢,8008,76.5492259,A
2014,ヒョウメン,表面,名詞-普通名詞-一般,,漢,4671,44.6505287,A
474,ヒラク,開く,動詞-一般,,和,19240,183.9169713,B
1986,ヒリツ,比率,名詞-普通名詞-一般,,漢,4766,45.5586427,A
2171,ヒル,昼,名詞-普通名詞-副詞可能,,和,4313,41.228373,A
1803,ビル,ビル,名詞-普通名詞-一般,building,外,5260,50.2808352,A
854,ヒロイ,広い,形容詞-一般,,和,11113,106.2302132,B
1354,ヒロガル,広がる,動詞-一般,,和,7037,67.2673455,A
2181,ヒロゲル,広げる,動詞-一般,,和,4283,40.9416002,A
2625,ヒロシマ,ヒロシマ,名詞-固有名詞-地名-一般,,固,3455,33.0266703,B
2783,ヒロバ,広場,名詞-普通名詞-一般,,和,3205,30.6368967,B
2766,ビン,便,名詞-普通名詞-一般,,漢,3235,30.9236696,B
903,フ,府,名詞-普通名詞-一般,,漢,10600,101.3263979,
283,ブ,部,名詞-普通名詞-助数詞可能,,漢,30479,291.3516304,B
1190,ファイル,ファイル,名詞-普通名詞-サ変可能,file,外,8107,77.4955762,
1290,ファックス,ファックス,名詞-普通名詞-サ変可能,fax,外,7474,71.4446696,
916,フアン,不安,名詞-普通名詞-形状詞可能,,漢,10386,99.2807518,A
1427,ファン,ファン,名詞-普通名詞-一般,fan（熱狂者）,外,6617,63.2525259,A
452,フウ,風,名詞-普通名詞-形状詞可能,,漢,19826,189.5186005,A
2349,フウケイ,風景,名詞-普通名詞-一般,,漢,3928,37.5481218,A
1334,フウフ,夫婦,名詞-普通名詞-一般,,漢,7161,68.4526732,A
823,フエル,増える,動詞-一般,,和,11587,110.7612238,B
556,フカイ,深い,形容詞-一般,,和,16460,157.3426896,B
1824,フキュウ,普及,名詞-普通名詞-サ変可能,,漢,5212,49.8219987,A
2556,フキン,付近,名詞-普通名詞-一般,,漢,3552,33.9539024,A
1617,フク,服,名詞-普通名詞-一般,,漢,5867,56.0832053,B
2675,フクオカ,フクオカ,名詞-固有名詞-地名-一般,,固,3354,32.0612018,B
2024,フクザツ,複雑,名詞-普通名詞-形状詞可能,,漢,4644,44.3924332,B
671,フクシ,福祉,名詞-普通名詞-一般,,漢,13891,132.7853767,B
2011,フクスウ,複数,名詞-普通名詞-一般,,漢,4684,44.774797,B
480,フクム,含む,動詞-一般,,和,19023,181.8426479,B
1068,フクメル,含める,動詞-一般,,和,8948,85.5347744,B
1447,フクロ,袋,名詞-普通名詞-助数詞可能,,和,6554,62.650303,B
2064,フジ,フジ,名詞-固有名詞-地名-一般,,固,4558,43.5703511,A
1280,フシギ,不思議,名詞-普通名詞-形状詞可能,,漢,7568,72.3432245,A
2274,フジン,夫人,名詞-普通名詞-一般,,漢,4075,38.9533086,A
2388,フジン,婦人,名詞-普通名詞-一般,,漢,3847,36.7738352,A
2408,フセグ,防ぐ,動詞-一般,,和,3811,36.4297078,A
1498,フソク,不足,名詞-普通名詞-サ変形状詞可能,,漢,6342,60.6237751,A
354,フタ,二,名詞-数詞,,和,24365,232.9073288,
1670,ブタイ,舞台,名詞-普通名詞-一般,,漢,5657,54.0757956,A
2463,ブタイ,部隊,名詞-普通名詞-一般,,漢,3705,35.4164438,A
1086,フタタビ,再び,副詞,,和,8787,83.9957602,A
252,フタリ,二人,名詞-普通名詞-副詞可能,,和,34272,327.6092745,
807,フタン,負担,名詞-普通名詞-サ変可能,,漢,11784,112.6443654,B
1813,フダン,普段,名詞-普通名詞-副詞可能,,漢,5236,50.0514169,
468,フツウ,普通,名詞-普通名詞-形状詞可能,,漢,19319,184.6721398,A
1197,ブッシツ,物質,名詞-普通名詞-一般,,漢,8074,77.1801261,B
2652,フト,ふと,副詞,,和,3406,32.5582747,A
1421,フネ,船,名詞-普通名詞-一般,,和,6641,63.4819442,B
344,ブブン,部分,名詞-普通名詞-一般,,漢,24795,237.0177393,A
2365,フマエル,踏まえる,動詞-一般,,和,3897,37.2517899,A
2620,フマン,不満,名詞-普通名詞-形状詞可能,,漢,3459,33.0649066,A
2318,フメイ,不明,名詞-普通名詞-形状詞可能,,漢,3996,38.1981402,A
1640,ブモン,部門,名詞-普通名詞-一般,,漢,5769,55.1464141,B
2663,フヤス,増やす,動詞-一般,,和,3379,32.3001791,B
1501,フユ,冬,名詞-普通名詞-副詞可能,,和,6324,60.4517114,A
2392,プラス,プラス,名詞-普通名詞-サ変可能,plus,外,3842,36.7260397,A
868,フランス,フランス,名詞-固有名詞-地名-国,France,固,10957,104.7389945,B
2132,ブランド,ブランド,名詞-普通名詞-一般,brand,外,4395,42.0122188,
2802,フリ,振り,名詞-普通名詞-助数詞可能,,和,3170,30.3023284,A
2495,フリー,フリー,名詞-普通名詞-形状詞可能,free,外,3663,35.0149618,A
2113,フリカエル,振り返る,動詞-一般,,和,4435,42.3945825,A
1205,フル,振る,動詞-一般,,和,8003,76.5014304,A
1951,フル,降る,動詞-一般,,和,4838,46.2468975,B
1190,フルイ,古い,形容詞-一般,,和,8107,77.4955762,B
2674,ブルー,ブルー,名詞-普通名詞-形状詞可能,blue,外,3356,32.0803199,
2350,プレー,プレー,名詞-普通名詞-サ変可能,play,外,3925,37.5194445,A
2744,プレゼント,プレゼント,名詞-普通名詞-サ変可能,present,外,3268,31.2391197,A
1189,フレル,触れる,動詞-一般,,和,8113,77.5529308,A
2219,フロ,風呂,名詞-普通名詞-一般,,和,4193,40.0812817,B
1598,プロ,プロ,名詞-普通名詞-一般,pro,外,5937,56.7523419,A
935,ブログ,ブログ,名詞-普通名詞-一般,blog,外,10205,97.5505557,
1804,プログラム,プログラム,名詞-普通名詞-サ変可能,program,外,5252,50.2043624,A
2504,プロジェクト,プロジェクト,名詞-普通名詞-一般,project,外,3649,34.8811345,
238,フン,分,名詞-普通名詞-助数詞可能,,漢,36200,346.039208,B
476,ブン,分,名詞-普通名詞-副詞可能,,漢,19123,182.7985573,B
1285,ブン,文,名詞-普通名詞-一般,,漢,7526,71.9417425,A
1604,フンイキ,雰囲気,名詞-普通名詞-一般,,漢,5921,56.5993964,B
423,ブンカ,文化,名詞-普通名詞-一般,,漢,20569,196.6210074,A
1682,ブンガク,文学,名詞-普通名詞-一般,,漢,5610,53.6265181,A
1694,ブンショ,文書,名詞-普通名詞-一般,,漢,5582,53.3588635,A
1735,ブンショウ,文章,名詞-普通名詞-一般,,漢,5456,52.1544176,A
1216,ブンセキ,分析,名詞-普通名詞-サ変可能,,漢,7953,76.0234757,B
2718,ブンメイ,文明,名詞-普通名詞-一般,,漢,3296,31.5067743,A
1078,ブンヤ,分野,名詞-普通名詞-一般,,漢,8874,84.8274014,B
2248,ブンルイ,分類,名詞-普通名詞-サ変可能,,漢,4130,39.4790588,B
71,ヘ,へ,助詞-格助詞,,和,146884,1404.077984,
2269,ヘイ,兵,名詞-普通名詞-一般,,漢,4085,39.0488996,B
1526,ベイ,米,名詞-普通名詞-一般,,漢,6199,59.2568246,A
1014,ヘイキン,平均,名詞-普通名詞-サ変可能,,漢,9375,89.6165076,B
1162,ベイコク,米国,名詞-固有名詞-地名-国,,固,8339,79.7132861,A
350,ヘイセイ,平成,名詞-固有名詞-一般,,固,24690,236.0140344,
1488,ヘイワ,平和,名詞-普通名詞-形状詞可能,,漢,6378,60.9679024,B
351,ページ,ページ,名詞-普通名詞-助数詞可能,page,外,24642,235.5551979,B
1922,ベース,ベース,名詞-普通名詞-一般,base,外,4923,47.0594205,A
186,ベシ,べし,助動詞,,和,44160,422.1295974,
2489,ベスト,ベスト,名詞-普通名詞-形状詞可能,best,外,3673,35.1105528,A
263,ベツ,別,名詞-普通名詞-形状詞可能,,漢,33053,315.9567387,B
1587,ベッド,ベッド,名詞-普通名詞-一般,bed,外,5985,57.2111784,B
439,ヘヤ,部屋,名詞-普通名詞-一般,,和,20229,193.3709154,B
1816,ヘル,減る,動詞-一般,,和,5225,49.9462669,A
2095,ヘル,経る,動詞-一般,,和,4496,42.9776873,A
1634,ヘン,変,名詞-普通名詞-形状詞可能,,漢,5792,55.3662733,A
1733,ヘン,辺,名詞-普通名詞-一般,,漢,5465,52.2404495,A
1841,ヘン,編,名詞-普通名詞-助数詞可能,,漢,5150,49.2293348,A
464,ヘンカ,変化,名詞-普通名詞-サ変可能,,漢,19416,185.5993719,B
1038,ベンキョウ,勉強,名詞-普通名詞-サ変可能,,漢,9154,87.5039478,A
1544,ベンゴ,弁護,名詞-普通名詞-サ変可能,,漢,6122,58.5207743,A
827,ヘンコウ,変更,名詞-普通名詞-サ変可能,,漢,11553,110.4362146,B
2017,ヘンジ,返事,名詞-普通名詞-サ変可能,,漢,4667,44.6122924,B
1650,ヘンシュウ,編集,名詞-普通名詞-サ変可能,,漢,5748,54.9456731,B
2513,ヘンドウ,変動,名詞-普通名詞-サ変可能,,漢,3629,34.6899526,B
2143,ベンリ,便利,名詞-普通名詞-形状詞可能,,漢,4359,41.6680914,A
2040,ホ,歩,名詞-普通名詞-助数詞可能,,漢,4610,44.067424,B
1551,ホイク,保育,名詞-普通名詞-サ変可能,,漢,6110,58.4060652,A
875,ポイント,ポイント,名詞-普通名詞-助数詞可能,point,外,10919,104.3757489,A
96,ホウ,方,名詞-普通名詞-一般,,漢,96578,923.1981942,
197,ホウ,法,名詞-普通名詞-一般,,漢,42149,402.906259,A
1838,ボウエイ,防衛,名詞-普通名詞-サ変可能,,漢,5159,49.3153667,A
1391,ボウエキ,貿易,名詞-普通名詞-サ変可能,,漢,6804,65.0400765,A
826,ホウコウ,方向,名詞-普通名詞-一般,,漢,11555,110.4553328,A
600,ホウコク,報告,名詞-普通名詞-サ変可能,,漢,15331,146.5504723,A
1690,ボウサイ,防災,名詞-普通名詞-一般,,漢,5593,53.4640135,
1089,ボウシ,防止,名詞-普通名詞-サ変可能,,漢,8756,83.6994283,A
1583,ホウシキ,方式,名詞-普通名詞-一般,,漢,5997,57.3258876,A
2172,ホウシャ,放射,名詞-普通名詞-サ変可能,,漢,4311,41.2092549,A
1604,ホウシン,方針,名詞-普通名詞-一般,,漢,5921,56.5993964,A
747,ホウジン,法人,名詞-普通名詞-一般,,漢,12599,120.4350271,A
862,ホウソウ,放送,名詞-普通名詞-サ変可能,,漢,11000,105.1500356,A
2109,ホウドウ,報道,名詞-普通名詞-サ変可能,,漢,4447,42.5092917,A
260,ホウホウ,方法,名詞-普通名詞-一般,,漢,33321,318.5185759,A
2741,ホウメン,方面,名詞-普通名詞-一般,,漢,3272,31.277356,A
1719,ホウモン,訪問,名詞-普通名詞-サ変可能,,漢,5509,52.6610496,A
578,ホウリツ,法律,名詞-普通名詞-一般,,漢,15824,151.2631057,A
2077,ボウリョク,暴力,名詞-普通名詞-一般,,漢,4531,43.3122556,A
888,ホーム,ホーム,名詞-普通名詞-一般,home,外,10790,103.1426258,A
2210,ホール,ホール,名詞-普通名詞-一般,hall,外,4226,40.3967318,A
1344,ボール,ボール,名詞-普通名詞-一般,ball,外,7084,67.7166229,A
189,ホカ,他,名詞-普通名詞-副詞可能,,和,42896,410.0469024,B
176,ボク,僕,代名詞,,漢,47657,455.5577496,A
329,ホケン,保険,名詞-普通名詞-一般,,漢,26042,248.9379297,A
1199,ホケン,保健,名詞-普通名詞-一般,,漢,8073,77.170567,A
608,ホゴ,保護,名詞-普通名詞-サ変可能,,漢,15156,144.8776308,A
2264,ホシ,星,名詞-普通名詞-一般,,和,4094,39.1349314,A
419,ホシイ,欲しい,形容詞-非自立可能,,和,20740,198.2556125,B
1439,ボシュウ,募集,名詞-普通名詞-サ変可能,,漢,6572,62.8223667,A
1511,ホジョ,補助,名詞-普通名詞-サ変可能,,漢,6280,60.0311112,A
1674,ホショウ,保障,名詞-普通名詞-サ変可能,,漢,5648,53.9897637,A
1731,ホショウ,保証,名詞-普通名詞-サ変可能,,漢,5469,52.2786859,A
1767,ホゼン,保全,名詞-普通名詞-サ変可能,,漢,5353,51.1698309,A
2454,ホソイ,細い,形容詞-一般,,和,3720,35.5598302,B
1276,ホゾン,保存,名詞-普通名詞-サ変可能,,漢,7580,72.4579336,A
1625,ボタン,ボタン,名詞-普通名詞-一般,button,外,5825,55.6817234,A
1818,ホッカイドウ,ホッカイドウ,名詞-固有名詞-地名-一般,,固,5219,49.8889123,A
2489,ボックス,ボックス,名詞-普通名詞-一般,box,外,3673,35.1105528,A
907,ホテル,ホテル,名詞-普通名詞-一般,hotel,外,10503,100.3991658,A
165,ホド,ほど,助詞-副助詞,,和,53739,513.6961602,
386,ホトンド,殆ど,名詞-普通名詞-副詞可能,,和,22554,215.5958093,A
2622,ホネ,骨,名詞-普通名詞-一般,,和,3457,33.0457885,B
1253,ホボ,略,副詞,,和,7708,73.6814977,A
2592,ホユウ,保有,名詞-普通名詞-サ変可能,,漢,3495,33.409034,A
2357,ボランティア,ボランティア,名詞-普通名詞-一般,volunteer,外,3913,37.4047354,
539,ホン,本,名詞-普通名詞-一般,,漢,16984,162.3516549,B
2625,ホンカク,本格,名詞-普通名詞-一般,,漢,3455,33.0266703,B
2576,ホンジツ,本日,名詞-普通名詞-副詞可能,,漢,3524,33.6862478,A
248,ホントウ,本当,名詞-普通名詞-一般,,漢,35074,335.275668,B
1133,ホンニン,本人,名詞-普通名詞-一般,,漢,8493,81.1853866,A
1941,ホンブ,本部,名詞-普通名詞-一般,,漢,4856,46.4189612,A
1394,ホンライ,本来,名詞-普通名詞-副詞可能,,漢,6798,64.982722,A
1100,マ,間,名詞-普通名詞-助数詞可能,,和,8617,82.3707142,B
654,マア,まあ,副詞,,和,14276,136.465628,A
2588,マーク,マーク,名詞-普通名詞-サ変可能,mark,外,3502,33.4759477,A
1772,マイ,まい,助動詞,,和,5339,51.0360036,
2661,マイ,マイ,名詞-普通名詞-一般,my,外,3383,32.3384155,
1955,マイトシ,毎年,名詞-普通名詞-副詞可能,,混,4826,46.1321883,B
798,マイニチ,毎日,名詞-普通名詞-副詞可能,,漢,11882,113.5811566,B
1207,マイル,参る,動詞-非自立可能,,和,7996,76.4345168,B
111,マエ,前,名詞-普通名詞-副詞可能,,和,80181,766.4577275,B
2505,マカセル,任せる,動詞-一般,,和,3645,34.8428982,A
1847,マケル,負ける,動詞-一般,,和,5125,48.9903575,A
2738,マサカ,まさか,副詞,,和,3276,31.3155924,B
1234,マサニ,正に,副詞,,和,7857,75.1058027,A
14,マス,ます,助動詞,,和,1112981,10639.09016,
2731,マス,増す,動詞-一般,,和,3283,31.3825061,A
315,マズ,先ず,副詞,,和,27357,261.5081385,A
2152,マスマス,益々,副詞,,和,4350,41.5820595,A
2597,マゼル,交ぜる,動詞-一般,,和,3491,33.3707977,B
297,マタ,又,副詞,,和,29155,278.6953897,A
262,マダ,未だ,副詞,,和,33094,316.3486616,B
2512,マダマダ,未だ未だ,副詞,,和,3630,34.6995117,B
551,マチ,町,名詞-普通名詞-一般,,和,16611,158.7861128,A
1855,マチ,街,名詞-普通名詞-一般,,和,5099,48.741821,A
1226,マチガイ,間違い,名詞-普通名詞-一般,,和,7887,75.3925755,B
2419,マチガウ,間違う,動詞-非自立可能,,和,3794,36.2672032,B
441,マツ,待つ,動詞-一般,,和,20112,192.2525014,B
382,マッタク,全く,副詞,,和,22639,216.4083323,A
1960,マツリ,祭り,名詞-普通名詞-一般,,和,4816,46.0365974,A
63,マデ,まで,助詞-副助詞,,和,163960,1567.309076,
1259,マド,窓,名詞-普通名詞-一般,,和,7691,73.5189931,B
2671,マドグチ,窓口,名詞-普通名詞-一般,,和,3368,32.1950291,B
1535,マトメル,纏める,動詞-一般,,和,6150,58.788429,A
1260,マナブ,学ぶ,動詞-一般,,和,7685,73.4616385,A
2747,マネク,招く,動詞-一般,,和,3260,31.1626469,A
219,ママ,侭,名詞-普通名詞-副詞可能,,和,39019,372.9862944,A
1756,ママ,ママ,名詞-普通名詞-一般,mama,外,5392,51.5426356,A
771,マモル,守る,動詞-一般,,和,12235,116.9555168,A
2599,マヨウ,迷う,動詞-一般,,和,3487,33.3325613,A
2549,マル,丸,名詞-普通名詞-一般,,和,3568,34.1068479,A
1173,マルデ,丸で,副詞,,和,8226,78.6331084,A
2048,マワス,回す,動詞-一般,,和,4595,43.9240376,A
1109,マワリ,周り,名詞-普通名詞-一般,,和,8595,82.1604142,A
1104,マワル,回る,動詞-非自立可能,,和,8605,82.2560051,A
117,マン,万,名詞-数詞,,漢,76503,731.2993792,B
1873,マン,マン,名詞-普通名詞-一般,man,外,5053,48.3021027,
2582,マンガ,漫画,名詞-普通名詞-一般,,漢,3510,33.5524204,B
2178,マンション,マンション,名詞-普通名詞-一般,mansion,外,4293,41.0371912,
1513,マンゾク,満足,名詞-普通名詞-サ変形状詞可能,,漢,6279,60.0215521,B
547,ミ,身,名詞-普通名詞-一般,,和,16682,159.4648085,A
586,ミ,三,名詞-数詞,,和,15670,149.7910052,
241,ミエル,見える,動詞-一般,,和,35615,340.4471379,B
2701,ミカケル,見掛ける,動詞-一般,,和,3317,31.7075153,B
