,rank,lForm,lemma,frequency,pmw,roma,syll,mora,K_acc_A,K_acc_B,wType_和,wType_外,wType_漢,pos_副詞,pos_動詞,pos_名詞,pos_形容詞,len_syll_1,len_syll_2,len_syll_3,len_syll_4,len_syll_5,len_mora_1,len_mora_2,len_mora_3,len_mora_4,len_mora_5,len_mora_6,len_mora_7
2218,1344,ボール,ボール,7084,67.7166229,booru,"['ボー', 'ル']","['ボ', 'ー', 'ル']",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2233,1625,ボタン,ボタン,5825,55.6817234,botan,"['ボ', 'タン']","['ボ', 'タ', 'ン']",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2235,2489,ボックス,ボックス,3673,35.1105528,bokkusu,"['ボッ', 'ク', 'ス']","['ボ', 'ッ', 'ク', 'ス']",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2236,907,ホテル,ホテル,10503,100.3991658,hoteru,"['ホ', 'テ', 'ル']","['ホ', 'テ', 'ル']",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2252,2588,マーク,マーク,3502,33.4759477,maaku,"['マー', 'ク']","['マ', 'ー', 'ク']",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2285,1756,ママ,ママ,5392,51.5426356,mama,"['マ', 'マ']","['マ', 'マ']",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2325,2196,ミリメートル,ミリメートル,4244,40.5687955,mirimeetoru,"['ミ', 'リ', 'メー', 'ト', 'ル']","['ミ', 'リ', 'メ', 'ー', 'ト', 'ル']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2359,1409,メーカー,メーカー,6709,64.1319626,meekaa,"['メー', 'カー']","['メ', 'ー', 'カ', 'ー']",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2360,574,メートル,メートル,15960,152.5631425,meetoru,"['メー', 'ト', 'ル']","['メ', 'ー', 'ト', 'ル']",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2366,2496,メッセージ,メッセージ,3662,35.0054028,messeeji,"['メッ', 'セー', 'ジ']","['メ', 'ッ', 'セ', 'ー', 'ジ']",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2368,1805,メニュー,メニュー,5251,50.1948033,menyuu,"['メ', 'ニュー']","['メ', 'ニュ', 'ー']",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2373,1795,メンバー,メンバー,5278,50.4528989,menbaa,"['メン', 'バー']","['メ', 'ン', 'バ', 'ー']",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2390,1097,モデル,モデル,8650,82.6861643,moderu,"['モ', 'デ', 'ル']","['モ', 'デ', 'ル']",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2504,1536,ライン,ライン,6147,58.7597517,rain,['ライン'],"['ラ', 'イ', 'ン']",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2508,2685,ラジオ,ラジオ,3346,31.984729,rajio,"['ラ', 'ジ', 'オ']","['ラ', 'ジ', 'オ']",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2533,2361,ルール,ルール,3908,37.3569399,ruuru,"['ルー', 'ル']","['ル', 'ー', 'ル']",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2537,2176,レース,レース,4302,41.123223,reesu,"['レー', 'ス']","['レ', 'ー', 'ス']",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2541,1107,レベル,レベル,8603,82.2368869,reberu,"['レ', 'ベ', 'ル']","['レ', 'ベ', 'ル']",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2561,2340,ワイン,ワイン,3939,37.6532718,wain,['ワイン'],"['ワ', 'イ', 'ン']",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5,484,アウ,会う,18940,181.0492431,au,['アウ'],"['ア', 'ウ']",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6,925,アウ,合う,10279,98.2579287,au,['アウ'],"['ア', 'ウ']",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11,838,アガル,上がる,11371,108.6964595,agaru,"['ア', 'ガ', 'ル']","['ア', 'ガ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
15,2396,アキラメル,諦める,3839,36.6973624,akirameru,"['ア', 'キ', 'ラ', 'メ', 'ル']","['ア', 'キ', 'ラ', 'メ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18,885,アケル,開ける,10838,103.6014623,akeru,"['ア', 'ケ', 'ル']","['ア', 'ケ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
19,229,アゲル,上げる,38045,363.6757367,ageru,"['ア', 'ゲ', 'ル']","['ア', 'ゲ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
25,2760,アジワウ,味わう,3238,30.9523468,ajiwau,"['ア', 'ジ', 'ワウ']","['ア', 'ジ', 'ワ', 'ウ']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29,995,アソブ,遊ぶ,9479,90.6106534,asobu,"['ア', 'ソ', 'ブ']","['ア', 'ソ', 'ブ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
31,417,アタエル,与える,20769,198.5328263,ataeru,"['ア', 'タエ', 'ル']","['ア', 'タ', 'エ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
37,506,アタル,当たる,18090,172.924013,ataru,"['ア', 'タ', 'ル']","['ア', 'タ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
41,1668,アツカウ,扱う,5666,54.1618274,atsukau,"['ア', 'ツ', 'カウ']","['ア', 'ツ', 'カ', 'ウ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
43,1385,アツマル,集まる,6860,65.5753858,atsumaru,"['ア', 'ツ', 'マ', 'ル']","['ア', 'ツ', 'マ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
44,1389,アツメル,集める,6811,65.1069902,atsumeru,"['ア', 'ツ', 'メ', 'ル']","['ア', 'ツ', 'メ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
45,1572,アテル,当てる,6039,57.7273695,ateru,"['ア', 'テ', 'ル']","['ア', 'テ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
55,2379,アフレル,溢れる,3870,36.9936943,afureru,"['ア', 'フ', 'レ', 'ル']","['ア', 'フ', 'レ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
62,2031,アラウ,洗う,4631,44.268165,arau,"['ア', 'ラウ']","['ア', 'ラ', 'ウ']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
65,991,アラワス,表わす,9530,91.0981672,arawasu,"['ア', 'ラ', 'ワ', 'ス']","['ア', 'ラ', 'ワ', 'ス']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
66,776,アラワレル,現われる,12179,116.4202076,arawareru,"['ア', 'ラ', 'ワ', 'レ', 'ル']","['ア', 'ラ', 'ワ', 'レ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
68,16,アル,有る,956900,9147.097186,aru,"['ア', 'ル']","['ア', 'ル']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
69,505,アルク,歩く,18094,172.9622494,aruku,"['ア', 'ル', 'ク']","['ア', 'ル', 'ク']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
71,613,アワセル,合わせる,15113,144.4665898,awaseru,"['ア', 'ワ', 'セ', 'ル']","['ア', 'ワ', 'セ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
72,2335,アワテル,慌てる,3948,37.7393037,awateru,"['ア', 'ワ', 'テ', 'ル']","['ア', 'ワ', 'テ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
87,1844,イカス,生かす,5135,49.0859484,ikasu,"['イ', 'カ', 'ス']","['イ', 'カ', 'ス']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
94,421,イキル,生きる,20654,197.4335304,ikiru,"['イ', 'キ', 'ル']","['イ', 'キ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
95,48,イク,行く,220816,2110.800932,iku,"['イ', 'ク']","['イ', 'ク']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
116,2236,イソグ,急ぐ,4157,39.7371544,isogu,"['イ', 'ソ', 'グ']","['イ', 'ソ', 'グ']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
119,1494,イダク,抱く,6355,60.7480433,idaku,"['イ', 'ダ', 'ク']","['イ', 'ダ', 'ク']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
120,363,イタス,致す,23823,227.7262998,itasu,"['イ', 'タ', 'ス']","['イ', 'タ', 'ス']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
121,243,イタダク,頂く,35439,338.7647373,itadaku,"['イ', 'タ', 'ダ', 'ク']","['イ', 'タ', 'ダ', 'ク']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
124,918,イタル,至る,10371,99.1373654,itaru,"['イ', 'タ', 'ル']","['イ', 'タ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
167,1509,イラッシャル,いらっしゃる,6293,60.1553794,irassharu,"['イ', 'ラッ', 'シャ', 'ル']","['イ', 'ラ', 'ッ', 'シャ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
171,13,イル,居る,1121183,10717.49385,iru,"['イ', 'ル']","['イ', 'ル']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
172,2234,イル,要る,4159,39.7562725,iru,"['イ', 'ル']","['イ', 'ル']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
173,2284,イル,入る,4057,38.7812449,iru,"['イ', 'ル']","['イ', 'ル']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
174,223,イレル,入れる,38409,367.1552469,ireru,"['イ', 'レ', 'ル']","['イ', 'レ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
187,1886,ウカガウ,伺う,5024,48.024889,ukagau,"['ウ', 'カ', 'ガウ']","['ウ', 'カ', 'ガ', 'ウ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
188,2253,ウカブ,浮かぶ,4122,39.4025861,ukabu,"['ウ', 'カ', 'ブ']","['ウ', 'カ', 'ブ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
189,1821,ウケイレル,受け入れる,5217,49.8697941,ukeireru,"['ウ', 'ケイ', 'レ', 'ル']","['ウ', 'ケ', 'イ', 'レ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
191,1814,ウケトル,受け取る,5235,50.0418578,uketoru,"['ウ', 'ケ', 'ト', 'ル']","['ウ', 'ケ', 'ト', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
192,191,ウケル,受ける,42645,407.6475697,ukeru,"['ウ', 'ケ', 'ル']","['ウ', 'ケ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
193,1799,ウゴカス,動かす,5272,50.3955443,ugokasu,"['ウ', 'ゴ', 'カ', 'ス']","['ウ', 'ゴ', 'カ', 'ス']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
195,754,ウゴク,動く,12498,119.4695586,ugoku,"['ウ', 'ゴ', 'ク']","['ウ', 'ゴ', 'ク']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
196,1038,ウシナウ,失う,9154,87.5039478,ushinau,"['ウ', 'シ', 'ナウ']","['ウ', 'シ', 'ナ', 'ウ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
201,1141,ウタウ,歌う,8453,80.8030228,utau,"['ウ', 'タウ']","['ウ', 'タ', 'ウ']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
204,765,ウツ,打つ,12389,118.4276173,utsu,"['ウ', 'ツ']","['ウ', 'ツ']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
206,2590,ウツス,移す,3497,33.4281522,utsusu,"['ウ', 'ツ', 'ス']","['ウ', 'ツ', 'ス']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
207,2352,ウッタエル,訴える,3923,37.5003263,uttaeru,"['ウッ', 'タエ', 'ル']","['ウ', 'ッ', 'タ', 'エ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
208,2452,ウツル,移る,3723,35.5885075,utsuru,"['ウ', 'ツ', 'ル']","['ウ', 'ツ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
210,1569,ウナズク,頷く,6047,57.8038423,unazuku,"['ウ', 'ナ', 'ズ', 'ク']","['ウ', 'ナ', 'ズ', 'ク']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
211,2570,ウバウ,奪う,3528,33.7244841,ubau,"['ウ', 'バウ']","['ウ', 'バ', 'ウ']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
215,611,ウマレル,生まれる,15121,144.5430625,umareru,"['ウ', 'マ', 'レ', 'ル']","['ウ', 'マ', 'レ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
217,2662,ウミダス,生み出す,3381,32.3192973,umidasu,"['ウ', 'ミ', 'ダ', 'ス']","['ウ', 'ミ', 'ダ', 'ス']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
218,1901,ウム,生む,4986,47.6616434,umu,"['ウ', 'ム']","['ウ', 'ム']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
221,1060,ウル,売る,9000,86.0318473,uru,"['ウ', 'ル']","['ウ', 'ル']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
241,606,エラブ,選ぶ,15198,145.2791128,erabu,"['エ', 'ラ', 'ブ']","['エ', 'ラ', 'ブ']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
242,204,エル,得る,40470,386.85654,eru,"['エ', 'ル']","['エ', 'ル']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
251,1673,オウ,追う,5651,54.018441,ou,['オウ'],"['オ', 'ウ']",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
252,2545,オウ,負う,3573,34.1546434,ou,['オウ'],"['オ', 'ウ']",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
256,2035,オエル,終える,4623,44.1916922,oeru,"['オ', 'エ', 'ル']","['オ', 'エ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
258,2677,オオウ,覆う,3353,32.0516427,oou,"['オオ', 'ウ']","['オ', 'オ', 'ウ']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
270,887,オキル,起きる,10799,103.2286577,okiru,"['オ', 'キ', 'ル']","['オ', 'キ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
272,148,オク,置く,61241,585.4084844,oku,"['オ', 'ク']","['オ', 'ク']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
275,657,オクル,送る,14143,135.1942685,okuru,"['オ', 'ク', 'ル']","['オ', 'ク', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
276,2091,オクレル,遅れる,4500,43.0159236,okureru,"['オ', 'ク', 'レ', 'ル']","['オ', 'ク', 'レ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
278,112,オコナウ,行う,79779,762.6149716,okonau,"['オ', 'コ', 'ナウ']","['オ', 'コ', 'ナ', 'ウ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
279,669,オコル,起こる,13901,132.8809677,okoru,"['オ', 'コ', 'ル']","['オ', 'コ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
280,1732,オコル,怒る,5466,52.2500086,okoru,"['オ', 'コ', 'ル']","['オ', 'コ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
281,1378,オサエル,押さえる,6907,66.0246632,osaeru,"['オ', 'サエ', 'ル']","['オ', 'サ', 'エ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
282,2005,オサメル,収める,4693,44.8608288,osameru,"['オ', 'サ', 'メ', 'ル']","['オ', 'サ', 'メ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
284,267,オシエル,教える,32340,309.1411046,oshieru,"['オ', 'シ', 'エ', 'ル']","['オ', 'シ', 'エ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
285,1195,オス,押す,8096,77.3904262,osu,"['オ', 'ス']","['オ', 'ス']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
288,2761,オソウ,襲う,3236,30.9332286,osou,"['オ', 'ソウ']","['オ', 'ソ', 'ウ']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
291,2486,オソレル,恐れる,3676,35.1392301,osoreru,"['オ', 'ソ', 'レ', 'ル']","['オ', 'ソ', 'レ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
293,1926,オチツク,落ち着く,4909,46.9255931,ochitsuku,"['オ', 'チ', 'ツ', 'ク']","['オ', 'チ', 'ツ', 'ク']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
294,988,オチル,落ちる,9584,91.6143583,ochiru,"['オ', 'チ', 'ル']","['オ', 'チ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
295,1636,オッシャル,仰る,5790,55.3471551,ossharu,"['オッ', 'シャ', 'ル']","['オ', 'ッ', 'シャ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
301,1553,オトス,落とす,6107,58.3773879,otosu,"['オ', 'ト', 'ス']","['オ', 'ト', 'ス']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
302,1698,オトズレル,訪れる,5573,53.2728317,otozureru,"['オ', 'ト', 'ズ', 'レ', 'ル']","['オ', 'ト', 'ズ', 'レ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
304,1009,オドロク,驚く,9405,89.9032804,odoroku,"['オ', 'ド', 'ロ', 'ク']","['オ', 'ド', 'ロ', 'ク']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
310,839,オボエル,覚える,11319,108.1993866,oboeru,"['オ', 'ボ', 'エ', 'ル']","['オ', 'ボ', 'エ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
314,1034,オモイダス,思い出す,9199,87.934107,omoidasu,"['オ', 'モイ', 'ダ', 'ス']","['オ', 'モ', 'イ', 'ダ', 'ス']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
315,46,オモウ,思う,229081,2189.806845,omou,"['オ', 'モウ']","['オ', 'モ', 'ウ']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
321,1753,オヨブ,及ぶ,5400,51.6191084,oyobu,"['オ', 'ヨ', 'ブ']","['オ', 'ヨ', 'ブ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
322,1343,オリル,下りる,7093,67.8026548,oriru,"['オ', 'リ', 'ル']","['オ', 'リ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
323,107,オル,居る,85931,821.4225188,oru,"['オ', 'ル']","['オ', 'ル']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
325,2092,オロス,下ろす,4498,42.9968055,orosu,"['オ', 'ロ', 'ス']","['オ', 'ロ', 'ス']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
327,473,オワル,終わる,19244,183.9552077,owaru,"['オ', 'ワ', 'ル']","['オ', 'ワ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
377,310,カウ,買う,27664,264.4427804,kau,['カウ'],"['カ', 'ウ']",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
378,1457,カエス,返す,6509,62.2201438,kaesu,"['カエ', 'ス']","['カ', 'エ', 'ス']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
380,361,カエル,返る,24094,230.3168143,kaeru,"['カエ', 'ル']","['カ', 'エ', 'ル']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
381,573,カエル,変える,15971,152.6682926,kaeru,"['カエ', 'ル']","['カ', 'エ', 'ル']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
384,1761,カカエル,抱える,5384,51.4661629,kakaeru,"['カ', 'カエ', 'ル']","['カ', 'カ', 'エ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
388,1479,カカゲル,掲げる,6427,61.4362981,kakageru,"['カ', 'カ', 'ゲ', 'ル']","['カ', 'カ', 'ゲ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
389,2428,カガヤク,輝く,3776,36.0951395,kagayaku,"['カ', 'ガ', 'ヤ', 'ク']","['カ', 'ガ', 'ヤ', 'ク']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
391,253,カカル,掛かる,34223,327.1408789,kakaru,"['カ', 'カ', 'ル']","['カ', 'カ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
392,645,カカワル,関わる,14450,138.1289104,kakawaru,"['カ', 'カ', 'ワ', 'ル']","['カ', 'カ', 'ワ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
395,946,カギル,限る,10048,96.049778,kagiru,"['カ', 'ギ', 'ル']","['カ', 'ギ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
396,199,カク,書く,41966,401.1569448,kaku,"['カ', 'ク']","['カ', 'ク']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
398,2709,カク,掻く,3306,31.6023652,kaku,"['カ', 'ク']","['カ', 'ク']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
403,1637,カクス,隠す,5784,55.2898005,kakusu,"['カ', 'ク', 'ス']","['カ', 'ク', 'ス']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
415,205,カケル,掛ける,40469,386.8469809,kakeru,"['カ', 'ケ', 'ル']","['カ', 'ケ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
418,2695,カコム,囲む,3333,31.8604608,kakomu,"['カ', 'コ', 'ム']","['カ', 'コ', 'ム']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
419,2119,カサネル,重ねる,4425,42.2989916,kasaneru,"['カ', 'サ', 'ネ', 'ル']","['カ', 'サ', 'ネ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
420,2712,カザル,飾る,3303,31.573688,kazaru,"['カ', 'ザ', 'ル']","['カ', 'ザ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
436,890,カタル,語る,10759,102.8462939,kataru,"['カ', 'タ', 'ル']","['カ', 'タ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
438,1532,カツ,勝つ,6163,58.9126972,katsu,"['カ', 'ツ']","['カ', 'ツ']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
464,2083,カマウ,構う,4513,43.1401919,kamau,"['カ', 'マウ']","['カ', 'マ', 'ウ']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
471,1809,カヨウ,通う,5239,50.0800942,kayou,"['カ', 'ヨウ']","['カ', 'ヨ', 'ウ']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
478,1850,カリル,借りる,5110,48.8469711,kariru,"['カ', 'リ', 'ル']","['カ', 'リ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
487,293,カワル,変わる,29331,280.3777903,kawaru,"['カ', 'ワ', 'ル']","['カ', 'ワ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
492,92,カンガエル,考える,98935,945.7289791,kangaeru,"['カン', 'ガエ', 'ル']","['カ', 'ン', 'ガ', 'エ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
528,1222,キエル,消える,7905,75.5646392,kieru,"['キ', 'エ', 'ル']","['キ', 'エ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
539,135,キク,聞く,67600,646.1947641,kiku,"['キ', 'ク']","['キ', 'ク']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
540,1743,キク,利く,5431,51.9154403,kiku,"['キ', 'ク']","['キ', 'ク']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
544,1048,キコエル,聞こえる,9108,87.0642295,kikoeru,"['キ', 'コ', 'エ', 'ル']","['キ', 'コ', 'エ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
