,rank,lForm,lemma,pos,wType,frequency,pmw,K_acc,len_syll,len_mora,roma,syll,mora
2151,1598,プロ,プロ,名詞,外,5937,56.7523419,A,2,2,puro,"['プ', 'ロ']","['プ', 'ロ']"
2153,1804,プログラム,プログラム,名詞,外,5252,50.2043624,A,5,5,puroguramu,"['プ', 'ロ', 'グ', 'ラ', 'ム']","['プ', 'ロ', 'グ', 'ラ', 'ム']"
2174,351,ページ,ページ,名詞,外,24642,235.5551979,B,2,3,peeji,"['ペー', 'ジ']","['ペ', 'ー', 'ジ']"
2175,1922,ベース,ベース,名詞,外,4923,47.0594205,A,2,3,beesu,"['ベー', 'ス']","['ベ', 'ー', 'ス']"
2177,2489,ベスト,ベスト,名詞,外,3673,35.1105528,A,3,3,besuto,"['ベ', 'ス', 'ト']","['ベ', 'ス', 'ト']"
2179,1587,ベッド,ベッド,名詞,外,5985,57.2111784,B,2,3,beddo,"['ベッ', 'ド']","['ベ', 'ッ', 'ド']"
2196,875,ポイント,ポイント,名詞,外,10919,104.3757489,A,2,4,pointo,"['ポイン', 'ト']","['ポ', 'イ', 'ン', 'ト']"
2216,888,ホーム,ホーム,名詞,外,10790,103.1426258,A,2,3,hoomu,"['ホー', 'ム']","['ホ', 'ー', 'ム']"
2217,2210,ホール,ホール,名詞,外,4226,40.3967318,A,2,3,hooru,"['ホー', 'ル']","['ホ', 'ー', 'ル']"
2218,1344,ボール,ボール,名詞,外,7084,67.7166229,A,2,3,booru,"['ボー', 'ル']","['ボ', 'ー', 'ル']"
2233,1625,ボタン,ボタン,名詞,外,5825,55.6817234,A,2,3,botan,"['ボ', 'タン']","['ボ', 'タ', 'ン']"
2235,2489,ボックス,ボックス,名詞,外,3673,35.1105528,A,3,4,bokkusu,"['ボッ', 'ク', 'ス']","['ボ', 'ッ', 'ク', 'ス']"
2236,907,ホテル,ホテル,名詞,外,10503,100.3991658,A,3,3,hoteru,"['ホ', 'テ', 'ル']","['ホ', 'テ', 'ル']"
2252,2588,マーク,マーク,名詞,外,3502,33.4759477,A,2,3,maaku,"['マー', 'ク']","['マ', 'ー', 'ク']"
2285,1756,ママ,ママ,名詞,外,5392,51.5426356,A,2,2,mama,"['マ', 'マ']","['マ', 'マ']"
2325,2196,ミリメートル,ミリメートル,名詞,外,4244,40.5687955,A,5,6,mirimeetoru,"['ミ', 'リ', 'メー', 'ト', 'ル']","['ミ', 'リ', 'メ', 'ー', 'ト', 'ル']"
2359,1409,メーカー,メーカー,名詞,外,6709,64.1319626,A,2,4,meekaa,"['メー', 'カー']","['メ', 'ー', 'カ', 'ー']"
2360,574,メートル,メートル,名詞,外,15960,152.5631425,A,3,4,meetoru,"['メー', 'ト', 'ル']","['メ', 'ー', 'ト', 'ル']"
2366,2496,メッセージ,メッセージ,名詞,外,3662,35.0054028,A,3,5,messeeji,"['メッ', 'セー', 'ジ']","['メ', 'ッ', 'セ', 'ー', 'ジ']"
2368,1805,メニュー,メニュー,名詞,外,5251,50.1948033,A,2,3,menyuu,"['メ', 'ニュー']","['メ', 'ニュ', 'ー']"
2373,1795,メンバー,メンバー,名詞,外,5278,50.4528989,A,2,4,menbaa,"['メン', 'バー']","['メ', 'ン', 'バ', 'ー']"
2390,1097,モデル,モデル,名詞,外,8650,82.6861643,A,3,3,moderu,"['モ', 'デ', 'ル']","['モ', 'デ', 'ル']"
2504,1536,ライン,ライン,名詞,外,6147,58.7597517,A,1,3,rain,['ライン'],"['ラ', 'イ', 'ン']"
2508,2685,ラジオ,ラジオ,名詞,外,3346,31.984729,A,3,3,rajio,"['ラ', 'ジ', 'オ']","['ラ', 'ジ', 'オ']"
2533,2361,ルール,ルール,名詞,外,3908,37.3569399,A,2,3,ruuru,"['ルー', 'ル']","['ル', 'ー', 'ル']"
2537,2176,レース,レース,名詞,外,4302,41.123223,A,2,3,reesu,"['レー', 'ス']","['レ', 'ー', 'ス']"
2541,1107,レベル,レベル,名詞,外,8603,82.2368869,A,3,3,reberu,"['レ', 'ベ', 'ル']","['レ', 'ベ', 'ル']"
2561,2340,ワイン,ワイン,名詞,外,3939,37.6532718,A,1,3,wain,['ワイン'],"['ワ', 'イ', 'ン']"
5,484,アウ,会う,動詞,和,18940,181.0492431,B,1,2,au,['アウ'],"['ア', 'ウ']"
6,925,アウ,合う,動詞,和,10279,98.2579287,B,1,2,au,['アウ'],"['ア', 'ウ']"
11,838,アガル,上がる,動詞,和,11371,108.6964595,A,3,3,agaru,"['ア', 'ガ', 'ル']","['ア', 'ガ', 'ル']"
15,2396,アキラメル,諦める,動詞,和,3839,36.6973624,B,5,5,akirameru,"['ア', 'キ', 'ラ', 'メ', 'ル']","['ア', 'キ', 'ラ', 'メ', 'ル']"
18,885,アケル,開ける,動詞,和,10838,103.6014623,A,3,3,akeru,"['ア', 'ケ', 'ル']","['ア', 'ケ', 'ル']"
19,229,アゲル,上げる,動詞,和,38045,363.6757367,A,3,3,ageru,"['ア', 'ゲ', 'ル']","['ア', 'ゲ', 'ル']"
25,2760,アジワウ,味わう,動詞,和,3238,30.9523468,B,3,4,ajiwau,"['ア', 'ジ', 'ワウ']","['ア', 'ジ', 'ワ', 'ウ']"
29,995,アソブ,遊ぶ,動詞,和,9479,90.6106534,A,3,3,asobu,"['ア', 'ソ', 'ブ']","['ア', 'ソ', 'ブ']"
31,417,アタエル,与える,動詞,和,20769,198.5328263,A,3,4,ataeru,"['ア', 'タエ', 'ル']","['ア', 'タ', 'エ', 'ル']"
37,506,アタル,当たる,動詞,和,18090,172.924013,A,3,3,ataru,"['ア', 'タ', 'ル']","['ア', 'タ', 'ル']"
41,1668,アツカウ,扱う,動詞,和,5666,54.1618274,A,3,4,atsukau,"['ア', 'ツ', 'カウ']","['ア', 'ツ', 'カ', 'ウ']"
43,1385,アツマル,集まる,動詞,和,6860,65.5753858,B,4,4,atsumaru,"['ア', 'ツ', 'マ', 'ル']","['ア', 'ツ', 'マ', 'ル']"
44,1389,アツメル,集める,動詞,和,6811,65.1069902,B,4,4,atsumeru,"['ア', 'ツ', 'メ', 'ル']","['ア', 'ツ', 'メ', 'ル']"
45,1572,アテル,当てる,動詞,和,6039,57.7273695,A,3,3,ateru,"['ア', 'テ', 'ル']","['ア', 'テ', 'ル']"
55,2379,アフレル,溢れる,動詞,和,3870,36.9936943,A,4,4,afureru,"['ア', 'フ', 'レ', 'ル']","['ア', 'フ', 'レ', 'ル']"
62,2031,アラウ,洗う,動詞,和,4631,44.268165,A,2,3,arau,"['ア', 'ラウ']","['ア', 'ラ', 'ウ']"
65,991,アラワス,表わす,動詞,和,9530,91.0981672,A,4,4,arawasu,"['ア', 'ラ', 'ワ', 'ス']","['ア', 'ラ', 'ワ', 'ス']"
66,776,アラワレル,現われる,動詞,和,12179,116.4202076,A,5,5,arawareru,"['ア', 'ラ', 'ワ', 'レ', 'ル']","['ア', 'ラ', 'ワ', 'レ', 'ル']"
68,16,アル,有る,動詞,和,956900,9147.097186,B,2,2,aru,"['ア', 'ル']","['ア', 'ル']"
69,505,アルク,歩く,動詞,和,18094,172.9622494,B,3,3,aruku,"['ア', 'ル', 'ク']","['ア', 'ル', 'ク']"
71,613,アワセル,合わせる,動詞,和,15113,144.4665898,B,4,4,awaseru,"['ア', 'ワ', 'セ', 'ル']","['ア', 'ワ', 'セ', 'ル']"
72,2335,アワテル,慌てる,動詞,和,3948,37.7393037,A,4,4,awateru,"['ア', 'ワ', 'テ', 'ル']","['ア', 'ワ', 'テ', 'ル']"
87,1844,イカス,生かす,動詞,和,5135,49.0859484,B,3,3,ikasu,"['イ', 'カ', 'ス']","['イ', 'カ', 'ス']"
94,421,イキル,生きる,動詞,和,20654,197.4335304,B,3,3,ikiru,"['イ', 'キ', 'ル']","['イ', 'キ', 'ル']"
95,48,イク,行く,動詞,和,220816,2110.800932,A,2,2,iku,"['イ', 'ク']","['イ', 'ク']"
116,2236,イソグ,急ぐ,動詞,和,4157,39.7371544,B,3,3,isogu,"['イ', 'ソ', 'グ']","['イ', 'ソ', 'グ']"
119,1494,イダク,抱く,動詞,和,6355,60.7480433,A,3,3,idaku,"['イ', 'ダ', 'ク']","['イ', 'ダ', 'ク']"
120,363,イタス,致す,動詞,和,23823,227.7262998,A,3,3,itasu,"['イ', 'タ', 'ス']","['イ', 'タ', 'ス']"
121,243,イタダク,頂く,動詞,和,35439,338.7647373,A,4,4,itadaku,"['イ', 'タ', 'ダ', 'ク']","['イ', 'タ', 'ダ', 'ク']"
124,918,イタル,至る,動詞,和,10371,99.1373654,A,3,3,itaru,"['イ', 'タ', 'ル']","['イ', 'タ', 'ル']"
167,1509,イラッシャル,いらっしゃる,動詞,和,6293,60.1553794,A,4,5,irassharu,"['イ', 'ラッ', 'シャ', 'ル']","['イ', 'ラ', 'ッ', 'シャ', 'ル']"
171,13,イル,居る,動詞,和,1121183,10717.49385,A,2,2,iru,"['イ', 'ル']","['イ', 'ル']"
172,2234,イル,要る,動詞,和,4159,39.7562725,A,2,2,iru,"['イ', 'ル']","['イ', 'ル']"
173,2284,イル,入る,動詞,和,4057,38.7812449,A,2,2,iru,"['イ', 'ル']","['イ', 'ル']"
174,223,イレル,入れる,動詞,和,38409,367.1552469,A,3,3,ireru,"['イ', 'レ', 'ル']","['イ', 'レ', 'ル']"
187,1886,ウカガウ,伺う,動詞,和,5024,48.024889,A,3,4,ukagau,"['ウ', 'カ', 'ガウ']","['ウ', 'カ', 'ガ', 'ウ']"
188,2253,ウカブ,浮かぶ,動詞,和,4122,39.4025861,A,3,3,ukabu,"['ウ', 'カ', 'ブ']","['ウ', 'カ', 'ブ']"
189,1821,ウケイレル,受け入れる,動詞,和,5217,49.8697941,B,4,5,ukeireru,"['ウ', 'ケイ', 'レ', 'ル']","['ウ', 'ケ', 'イ', 'レ', 'ル']"
191,1814,ウケトル,受け取る,動詞,和,5235,50.0418578,B,4,4,uketoru,"['ウ', 'ケ', 'ト', 'ル']","['ウ', 'ケ', 'ト', 'ル']"
192,191,ウケル,受ける,動詞,和,42645,407.6475697,B,3,3,ukeru,"['ウ', 'ケ', 'ル']","['ウ', 'ケ', 'ル']"
193,1799,ウゴカス,動かす,動詞,和,5272,50.3955443,B,4,4,ugokasu,"['ウ', 'ゴ', 'カ', 'ス']","['ウ', 'ゴ', 'カ', 'ス']"
195,754,ウゴク,動く,動詞,和,12498,119.4695586,B,3,3,ugoku,"['ウ', 'ゴ', 'ク']","['ウ', 'ゴ', 'ク']"
196,1038,ウシナウ,失う,動詞,和,9154,87.5039478,A,3,4,ushinau,"['ウ', 'シ', 'ナウ']","['ウ', 'シ', 'ナ', 'ウ']"
201,1141,ウタウ,歌う,動詞,和,8453,80.8030228,A,2,3,utau,"['ウ', 'タウ']","['ウ', 'タ', 'ウ']"
204,765,ウツ,打つ,動詞,和,12389,118.4276173,B,2,2,utsu,"['ウ', 'ツ']","['ウ', 'ツ']"
206,2590,ウツス,移す,動詞,和,3497,33.4281522,B,3,3,utsusu,"['ウ', 'ツ', 'ス']","['ウ', 'ツ', 'ス']"
207,2352,ウッタエル,訴える,動詞,和,3923,37.5003263,B,3,5,uttaeru,"['ウッ', 'タエ', 'ル']","['ウ', 'ッ', 'タ', 'エ', 'ル']"
208,2452,ウツル,移る,動詞,和,3723,35.5885075,B,3,3,utsuru,"['ウ', 'ツ', 'ル']","['ウ', 'ツ', 'ル']"
210,1569,ウナズク,頷く,動詞,和,6047,57.8038423,B,4,4,unazuku,"['ウ', 'ナ', 'ズ', 'ク']","['ウ', 'ナ', 'ズ', 'ク']"
211,2570,ウバウ,奪う,動詞,和,3528,33.7244841,A,2,3,ubau,"['ウ', 'バウ']","['ウ', 'バ', 'ウ']"
215,611,ウマレル,生まれる,動詞,和,15121,144.5430625,A,4,4,umareru,"['ウ', 'マ', 'レ', 'ル']","['ウ', 'マ', 'レ', 'ル']"
217,2662,ウミダス,生み出す,動詞,和,3381,32.3192973,A,4,4,umidasu,"['ウ', 'ミ', 'ダ', 'ス']","['ウ', 'ミ', 'ダ', 'ス']"
218,1901,ウム,生む,動詞,和,4986,47.6616434,A,2,2,umu,"['ウ', 'ム']","['ウ', 'ム']"
221,1060,ウル,売る,動詞,和,9000,86.0318473,A,2,2,uru,"['ウ', 'ル']","['ウ', 'ル']"
241,606,エラブ,選ぶ,動詞,和,15198,145.2791128,B,3,3,erabu,"['エ', 'ラ', 'ブ']","['エ', 'ラ', 'ブ']"
242,204,エル,得る,動詞,和,40470,386.85654,A,2,2,eru,"['エ', 'ル']","['エ', 'ル']"
251,1673,オウ,追う,動詞,和,5651,54.018441,A,1,2,ou,['オウ'],"['オ', 'ウ']"
252,2545,オウ,負う,動詞,和,3573,34.1546434,A,1,2,ou,['オウ'],"['オ', 'ウ']"
256,2035,オエル,終える,動詞,和,4623,44.1916922,A,3,3,oeru,"['オ', 'エ', 'ル']","['オ', 'エ', 'ル']"
258,2677,オオウ,覆う,動詞,和,3353,32.0516427,A,2,3,oou,"['オオ', 'ウ']","['オ', 'オ', 'ウ']"
270,887,オキル,起きる,動詞,和,10799,103.2286577,B,3,3,okiru,"['オ', 'キ', 'ル']","['オ', 'キ', 'ル']"
272,148,オク,置く,動詞,和,61241,585.4084844,A,2,2,oku,"['オ', 'ク']","['オ', 'ク']"
275,657,オクル,送る,動詞,和,14143,135.1942685,A,3,3,okuru,"['オ', 'ク', 'ル']","['オ', 'ク', 'ル']"
276,2091,オクレル,遅れる,動詞,和,4500,43.0159236,A,4,4,okureru,"['オ', 'ク', 'レ', 'ル']","['オ', 'ク', 'レ', 'ル']"
278,112,オコナウ,行う,動詞,和,79779,762.6149716,A,3,4,okonau,"['オ', 'コ', 'ナウ']","['オ', 'コ', 'ナ', 'ウ']"
279,669,オコル,起こる,動詞,和,13901,132.8809677,A,3,3,okoru,"['オ', 'コ', 'ル']","['オ', 'コ', 'ル']"
280,1732,オコル,怒る,動詞,和,5466,52.2500086,A,3,3,okoru,"['オ', 'コ', 'ル']","['オ', 'コ', 'ル']"
281,1378,オサエル,押さえる,動詞,和,6907,66.0246632,A,3,4,osaeru,"['オ', 'サエ', 'ル']","['オ', 'サ', 'エ', 'ル']"
282,2005,オサメル,収める,動詞,和,4693,44.8608288,B,4,4,osameru,"['オ', 'サ', 'メ', 'ル']","['オ', 'サ', 'メ', 'ル']"
284,267,オシエル,教える,動詞,和,32340,309.1411046,A,4,4,oshieru,"['オ', 'シ', 'エ', 'ル']","['オ', 'シ', 'エ', 'ル']"
285,1195,オス,押す,動詞,和,8096,77.3904262,A,2,2,osu,"['オ', 'ス']","['オ', 'ス']"
288,2761,オソウ,襲う,動詞,和,3236,30.9332286,A,2,3,osou,"['オ', 'ソウ']","['オ', 'ソ', 'ウ']"
291,2486,オソレル,恐れる,動詞,和,3676,35.1392301,B,4,4,osoreru,"['オ', 'ソ', 'レ', 'ル']","['オ', 'ソ', 'レ', 'ル']"
293,1926,オチツク,落ち着く,動詞,和,4909,46.9255931,B,4,4,ochitsuku,"['オ', 'チ', 'ツ', 'ク']","['オ', 'チ', 'ツ', 'ク']"
294,988,オチル,落ちる,動詞,和,9584,91.6143583,B,3,3,ochiru,"['オ', 'チ', 'ル']","['オ', 'チ', 'ル']"
295,1636,オッシャル,仰る,動詞,和,5790,55.3471551,A,3,4,ossharu,"['オッ', 'シャ', 'ル']","['オ', 'ッ', 'シャ', 'ル']"
301,1553,オトス,落とす,動詞,和,6107,58.3773879,B,3,3,otosu,"['オ', 'ト', 'ス']","['オ', 'ト', 'ス']"
302,1698,オトズレル,訪れる,動詞,和,5573,53.2728317,A,5,5,otozureru,"['オ', 'ト', 'ズ', 'レ', 'ル']","['オ', 'ト', 'ズ', 'レ', 'ル']"
304,1009,オドロク,驚く,動詞,和,9405,89.9032804,A,4,4,odoroku,"['オ', 'ド', 'ロ', 'ク']","['オ', 'ド', 'ロ', 'ク']"
310,839,オボエル,覚える,動詞,和,11319,108.1993866,B,4,4,oboeru,"['オ', 'ボ', 'エ', 'ル']","['オ', 'ボ', 'エ', 'ル']"
314,1034,オモイダス,思い出す,動詞,和,9199,87.934107,B,4,5,omoidasu,"['オ', 'モイ', 'ダ', 'ス']","['オ', 'モ', 'イ', 'ダ', 'ス']"
315,46,オモウ,思う,動詞,和,229081,2189.806845,B,2,3,omou,"['オ', 'モウ']","['オ', 'モ', 'ウ']"
321,1753,オヨブ,及ぶ,動詞,和,5400,51.6191084,A,3,3,oyobu,"['オ', 'ヨ', 'ブ']","['オ', 'ヨ', 'ブ']"
322,1343,オリル,下りる,動詞,和,7093,67.8026548,B,3,3,oriru,"['オ', 'リ', 'ル']","['オ', 'リ', 'ル']"
323,107,オル,居る,動詞,和,85931,821.4225188,A,2,2,oru,"['オ', 'ル']","['オ', 'ル']"
325,2092,オロス,下ろす,動詞,和,4498,42.9968055,B,3,3,orosu,"['オ', 'ロ', 'ス']","['オ', 'ロ', 'ス']"
327,473,オワル,終わる,動詞,和,19244,183.9552077,A,3,3,owaru,"['オ', 'ワ', 'ル']","['オ', 'ワ', 'ル']"
377,310,カウ,買う,動詞,和,27664,264.4427804,A,1,2,kau,['カウ'],"['カ', 'ウ']"
378,1457,カエス,返す,動詞,和,6509,62.2201438,B,2,3,kaesu,"['カエ', 'ス']","['カ', 'エ', 'ス']"
380,361,カエル,返る,動詞,和,24094,230.3168143,B,2,3,kaeru,"['カエ', 'ル']","['カ', 'エ', 'ル']"
381,573,カエル,変える,動詞,和,15971,152.6682926,A,2,3,kaeru,"['カエ', 'ル']","['カ', 'エ', 'ル']"
384,1761,カカエル,抱える,動詞,和,5384,51.4661629,B,3,4,kakaeru,"['カ', 'カエ', 'ル']","['カ', 'カ', 'エ', 'ル']"
388,1479,カカゲル,掲げる,動詞,和,6427,61.4362981,A,4,4,kakageru,"['カ', 'カ', 'ゲ', 'ル']","['カ', 'カ', 'ゲ', 'ル']"
389,2428,カガヤク,輝く,動詞,和,3776,36.0951395,A,4,4,kagayaku,"['カ', 'ガ', 'ヤ', 'ク']","['カ', 'ガ', 'ヤ', 'ク']"
391,253,カカル,掛かる,動詞,和,34223,327.1408789,B,3,3,kakaru,"['カ', 'カ', 'ル']","['カ', 'カ', 'ル']"
392,645,カカワル,関わる,動詞,和,14450,138.1289104,B,4,4,kakawaru,"['カ', 'カ', 'ワ', 'ル']","['カ', 'カ', 'ワ', 'ル']"
395,946,カギル,限る,動詞,和,10048,96.049778,B,3,3,kagiru,"['カ', 'ギ', 'ル']","['カ', 'ギ', 'ル']"
396,199,カク,書く,動詞,和,41966,401.1569448,B,2,2,kaku,"['カ', 'ク']","['カ', 'ク']"
398,2709,カク,掻く,動詞,和,3306,31.6023652,B,2,2,kaku,"['カ', 'ク']","['カ', 'ク']"
403,1637,カクス,隠す,動詞,和,5784,55.2898005,B,3,3,kakusu,"['カ', 'ク', 'ス']","['カ', 'ク', 'ス']"
415,205,カケル,掛ける,動詞,和,40469,386.8469809,B,3,3,kakeru,"['カ', 'ケ', 'ル']","['カ', 'ケ', 'ル']"
418,2695,カコム,囲む,動詞,和,3333,31.8604608,A,3,3,kakomu,"['カ', 'コ', 'ム']","['カ', 'コ', 'ム']"
419,2119,カサネル,重ねる,動詞,和,4425,42.2989916,A,4,4,kasaneru,"['カ', 'サ', 'ネ', 'ル']","['カ', 'サ', 'ネ', 'ル']"
420,2712,カザル,飾る,動詞,和,3303,31.573688,A,3,3,kazaru,"['カ', 'ザ', 'ル']","['カ', 'ザ', 'ル']"
436,890,カタル,語る,動詞,和,10759,102.8462939,A,3,3,kataru,"['カ', 'タ', 'ル']","['カ', 'タ', 'ル']"
438,1532,カツ,勝つ,動詞,和,6163,58.9126972,B,2,2,katsu,"['カ', 'ツ']","['カ', 'ツ']"
464,2083,カマウ,構う,動詞,和,4513,43.1401919,B,2,3,kamau,"['カ', 'マウ']","['カ', 'マ', 'ウ']"
471,1809,カヨウ,通う,動詞,和,5239,50.0800942,A,2,3,kayou,"['カ', 'ヨウ']","['カ', 'ヨ', 'ウ']"
478,1850,カリル,借りる,動詞,和,5110,48.8469711,A,3,3,kariru,"['カ', 'リ', 'ル']","['カ', 'リ', 'ル']"
487,293,カワル,変わる,動詞,和,29331,280.3777903,A,3,3,kawaru,"['カ', 'ワ', 'ル']","['カ', 'ワ', 'ル']"
492,92,カンガエル,考える,動詞,和,98935,945.7289791,B,3,5,kangaeru,"['カン', 'ガエ', 'ル']","['カ', 'ン', 'ガ', 'エ', 'ル']"
528,1222,キエル,消える,動詞,和,7905,75.5646392,A,3,3,kieru,"['キ', 'エ', 'ル']","['キ', 'エ', 'ル']"
539,135,キク,聞く,動詞,和,67600,646.1947641,A,2,2,kiku,"['キ', 'ク']","['キ', 'ク']"
540,1743,キク,利く,動詞,和,5431,51.9154403,A,2,2,kiku,"['キ', 'ク']","['キ', 'ク']"
544,1048,キコエル,聞こえる,動詞,和,9108,87.0642295,A,4,4,kikoeru,"['キ', 'コ', 'エ', 'ル']","['キ', 'コ', 'エ', 'ル']"
575,1000,キマル,決まる,動詞,和,9455,90.3812351,A,3,3,kimaru,"['キ', 'マ', 'ル']","['キ', 'マ', 'ル']"
579,661,キメル,決める,動詞,和,14049,134.2957136,A,3,3,kimeru,"['キ', 'メ', 'ル']","['キ', 'メ', 'ル']"
628,365,キル,切る,動詞,和,23697,226.5218539,B,2,2,kiru,"['キ', 'ル']","['キ', 'ル']"
629,1138,キル,着る,動詞,和,8469,80.9559683,A,2,2,kiru,"['キ', 'ル']","['キ', 'ル']"
631,2781,キレル,切れる,動詞,和,3207,30.6560149,B,3,3,kireru,"['キ', 'レ', 'ル']","['キ', 'レ', 'ル']"
655,1725,クウ,食う,動詞,和,5483,52.4125132,B,1,2,kuu,['クウ'],"['ク', 'ウ']"
663,125,クダサル,下さる,動詞,和,72328,691.3901612,A,4,4,kudasaru,"['ク', 'ダ', 'サ', 'ル']","['ク', 'ダ', 'サ', 'ル']"
675,2561,クム,組む,動詞,和,3542,33.8583115,B,2,2,kumu,"['ク', 'ム']","['ク', 'ム']"
680,1626,クラス,暮らす,動詞,和,5824,55.6721643,A,3,3,kurasu,"['ク', 'ラ', 'ス']","['ク', 'ラ', 'ス']"
683,700,クラベル,比べる,動詞,和,13420,128.2830434,A,4,4,kuraberu,"['ク', 'ラ', 'ベ', 'ル']","['ク', 'ラ', 'ベ', 'ル']"
686,1037,クリカエス,繰り返す,動詞,和,9164,87.5995387,B,4,5,kurikaesu,"['ク', 'リ', 'カエ', 'ス']","['ク', 'リ', 'カ', 'エ', 'ス']"
688,43,クル,来る,動詞,和,238115,2276.163702,B,2,2,kuru,"['ク', 'ル']","['ク', 'ル']"
692,137,クレル,呉れる,動詞,和,66113,631.9803911,A,3,3,kureru,"['ク', 'レ', 'ル']","['ク', 'レ', 'ル']"
696,630,クワエル,加える,動詞,和,14785,141.3312069,B,3,4,kuwaeru,"['ク', 'ワエ', 'ル']","['ク', 'ワ', 'エ', 'ル']"
698,2729,クワワル,加わる,動詞,和,3284,31.3920652,B,4,4,kuwawaru,"['ク', 'ワ', 'ワ', 'ル']","['ク', 'ワ', 'ワ', 'ル']"
726,2116,ケス,消す,動詞,和,4431,42.3563461,A,2,2,kesu,"['ケ', 'ス']","['ケ', 'ス']"
825,687,コエル,越える,動詞,和,13692,130.883117,A,3,3,koeru,"['コ', 'エ', 'ル']","['コ', 'エ', 'ル']"
854,471,コタエル,答える,動詞,和,19269,184.194185,B,3,4,kotaeru,"['コ', 'タエ', 'ル']","['コ', 'タ', 'エ', 'ル']"
862,836,コトナル,異なる,動詞,和,11375,108.7346959,B,4,4,kotonaru,"['コ', 'ト', 'ナ', 'ル']","['コ', 'ト', 'ナ', 'ル']"
865,2397,コトワル,断る,動詞,和,3836,36.6686851,B,4,4,kotowaru,"['コ', 'ト', 'ワ', 'ル']","['コ', 'ト', 'ワ', 'ル']"
873,1015,コマル,困る,動詞,和,9358,89.454003,B,3,3,komaru,"['コ', 'マ', 'ル']","['コ', 'マ', 'ル']"
875,2708,コメル,込める,動詞,和,3310,31.6406016,B,3,3,komeru,"['コ', 'メ', 'ル']","['コ', 'メ', 'ル']"
884,1006,コロス,殺す,動詞,和,9438,90.2187305,A,3,3,korosu,"['コ', 'ロ', 'ス']","['コ', 'ロ', 'ス']"
921,881,サガス,探す,動詞,和,10882,104.0220625,A,3,3,sagasu,"['サ', 'ガ', 'ス']","['サ', 'ガ', 'ス']"
923,2061,サガル,下がる,動詞,和,4563,43.6181466,B,3,3,sagaru,"['サ', 'ガ', 'ル']","['サ', 'ガ', 'ル']"
927,2034,サク,咲く,動詞,和,4624,44.2012513,B,2,2,saku,"['サ', 'ク']","['サ', 'ク']"
938,1675,サケブ,叫ぶ,動詞,和,5646,53.9706455,B,3,3,sakebu,"['サ', 'ケ', 'ブ']","['サ', 'ケ', 'ブ']"
939,1500,サケル,避ける,動詞,和,6331,60.518625,A,3,3,sakeru,"['サ', 'ケ', 'ル']","['サ', 'ケ', 'ル']"
940,1988,サゲル,下げる,動詞,和,4761,45.5108472,B,3,3,sageru,"['サ', 'ゲ', 'ル']","['サ', 'ゲ', 'ル']"
941,1678,ササエル,支える,動詞,和,5617,53.6934318,A,3,4,sasaeru,"['サ', 'サエ', 'ル']","['サ', 'サ', 'エ', 'ル']"
942,1284,サス,差す,動詞,和,7528,71.9608607,B,2,2,sasu,"['サ', 'ス']","['サ', 'ス']"
945,2459,サソウ,誘う,動詞,和,3717,35.5311529,A,2,3,sasou,"['サ', 'ソウ']","['サ', 'ソ', 'ウ']"
946,626,サダメル,定める,動詞,和,14822,141.6848934,B,4,4,sadameru,"['サ', 'ダ', 'メ', 'ル']","['サ', 'ダ', 'メ', 'ル']"
963,2370,サル,去る,動詞,和,3891,37.1944353,A,2,2,saru,"['サ', 'ル']","['サ', 'ル']"
1038,447,シタガウ,従う,動詞,和,20000,191.1818829,A,3,4,shitagau,"['シ', 'タ', 'ガウ']","['シ', 'タ', 'ガ', 'ウ']"
1065,567,シヌ,死ぬ,動詞,和,16081,153.7197929,A,2,2,shinu,"['シ', 'ヌ']","['シ', 'ヌ']"
1069,2072,シハラウ,支払う,動詞,和,4542,43.4174056,A,3,4,shiharau,"['シ', 'ハ', 'ラウ']","['シ', 'ハ', 'ラ', 'ウ']"
1076,93,シマウ,仕舞う,動詞,和,98178,938.4927448,B,2,3,shimau,"['シ', 'マウ']","['シ', 'マ', 'ウ']"
1079,343,シメス,示す,動詞,和,24856,237.600844,A,3,3,shimesu,"['シ', 'メ', 'ス']","['シ', 'メ', 'ス']"
1080,1004,シメル,占める,動詞,和,9441,90.2474078,A,3,3,shimeru,"['シ', 'メ', 'ル']","['シ', 'メ', 'ル']"
1081,2599,シメル,締める,動詞,和,3487,33.3325613,B,3,3,shimeru,"['シ', 'メ', 'ル']","['シ', 'メ', 'ル']"
1091,2137,シャベル,喋る,動詞,和,4385,41.9166278,A,3,3,shaberu,"['シャ', 'ベ', 'ル']","['シャ', 'ベ', 'ル']"
1203,864,シラベル,調べる,動詞,和,10975,104.9110582,B,4,4,shiraberu,"['シ', 'ラ', 'ベ', 'ル']","['シ', 'ラ', 'ベ', 'ル']"
1206,139,シル,知る,動詞,和,64503,616.5902495,A,2,2,shiru,"['シ', 'ル']","['シ', 'ル']"
1207,1983,シルス,記す,動詞,和,4771,45.6064382,A,3,3,shirusu,"['シ', 'ル', 'ス']","['シ', 'ル', 'ス']"
1209,218,シレル,知れる,動詞,和,39167,374.4010403,A,3,3,shireru,"['シ', 'レ', 'ル']","['シ', 'レ', 'ル']"
1251,2542,スウ,吸う,動詞,和,3577,34.1928798,A,1,2,suu,['スウ'],"['ス', 'ウ']"
